feature_name,feature_importance
byte_1G_00,0.007539094573322761
byte_1G_01,0.003945131476343186
byte_1G_02,0.010540298334927695
byte_1G_03,0.011474839305485257
byte_1G_06,0.005296767221231946
byte_1G_08,0.005029020228941463
byte_1G_09,0.0076047738970581105
byte_1G_0c,0.002513527348694229
byte_1G_0e,0.0038893697007647905
byte_1G_0f,0.007165580689965289
byte_1G_10,0.003574542302819339
byte_1G_12,0.004700770976735885
byte_1G_13,0.004652662276869316
byte_1G_16,0.00332974434097198
byte_1G_17,0.0035446747980313648
byte_1G_1a,0.00554400332289518
byte_1G_1d,0.006936997114666194
byte_1G_1e,0.005655468663976993
byte_1G_1f,0.004172264304589798
byte_1G_20,0.004648010415256008
byte_1G_26,0.009163022114321557
byte_1G_2a,0.0027950241960119264
byte_1G_2e,0.002407348941890935
byte_1G_32,0.0019872251224261612
byte_1G_33,0.007221811473251628
byte_1G_34,0.0029612171119603177
byte_1G_35,0.0032491207274794797
byte_1G_36,0.00363642489747943
byte_1G_37,0.0029167645651629825
byte_1G_3a,0.002163307693743268
byte_1G_3b,0.004513556465390015
byte_1G_3d,0.0024135914518120262
byte_1G_3e,0.0050377930729808805
byte_1G_45,0.010964151270869542
byte_1G_59,0.0021446300919161746
byte_1G_6a,0.0035918734987982837
byte_1G_71,0.005333160163296373
byte_1G_75,0.0023766028348036904
byte_1G_7b,0.003946460024527483
byte_1G_80,0.008703169003327276
byte_1G_83,0.0029244600729105624
byte_1G_85,0.006256073997637647
byte_1G_89,0.0027797482247552043
byte_1G_8b,0.007513251644279961
byte_1G_8d,0.004486892595464021
byte_1G_8f,0.014552945861354185
byte_1G_91,0.008888377552788559
byte_1G_99,0.00864900224381622
byte_1G_9a,0.01661223636084827
byte_1G_9b,0.007329275525989993
byte_1G_9f,0.00829266257737623
byte_1G_a2,0.014528137582541886
byte_1G_a3,0.002378671664272389
byte_1G_a4,0.0209300449693429
byte_1G_a7,0.018690948409676576
byte_1G_a9,0.018565287040046275
byte_1G_aa,0.003945108608719201
byte_1G_ab,0.01173292473037681
byte_1G_ad,0.013389727683942872
byte_1G_ae,0.0074623076838829586
byte_1G_b1,0.02270285658202984
byte_1G_b3,0.0036876655078411625
byte_1G_b7,0.014445644423670667
byte_1G_bb,0.009739299995756285
byte_1G_c0,0.0021990467036043493
byte_1G_c1,0.010565011667305214
byte_1G_cd,0.011707194918348143
byte_1G_cf,0.004168421048784269
byte_1G_d5,0.0077128972918465875
byte_1G_d7,0.008672820286388813
byte_1G_d8,0.0035659232256310893
byte_1G_dc,0.005704773391389029
byte_1G_dd,0.011396690473687389
byte_1G_e5,0.0100350189664901
byte_1G_eb,0.00864830529611308
byte_1G_f5,0.007475178597712035
byte_1G_fc,0.005576810530594708
byte_1G_ff,0.004053772291969563
byte_offset,0.01792841433622539
ent_q_diffs_0,0.007273261594549556
ent_q_diffs_1,0.002807506813947201
ent_q_diffs_3,0.0031147721428900865
ent_q_diffs_4,0.0051518916899728874
ent_q_diffs_5,0.0019532302912813396
ent_q_diffs_10,0.004206321769136428
ent_q_diffs_11,0.004673375285691521
ent_q_diffs_12,0.004524287800619232
ent_q_diffs_13,0.0021317925445782943
ent_q_diffs_14,0.004682653688269505
ent_q_diffs_17,0.003257612086836967
ent_q_diffs_18,0.009384850132514918
ent_q_diffs_19,0.010302338872534001
ent_q_diffs_20,0.004107848559194476
ent_q_diffs_var,0.007063564173740696
ent_q_diffs_max,0.012874126571198739
ent_q_diffs_min,0.009841868768560282
ent_q_diff_diffs_9,0.010976847869294976
ent_q_diff_diffs_mean,0.004749076965870036
ent_q_diff_diffs_var,0.003787751295229159
ent_q_diff_diffs_median,0.0030447081938135274
ent_q_diff_diffs_max,0.004124531439903378
ent_q_diff_block_0_19,0.004318200751063975
ent_q_diff_diffs_0_var,0.002365479730146184
ent_q_diff_diffs_0_max,0.005507602441307459
ent_q_diff_diffs_0_min,0.0026919241477578438
ent_q_diff_diffs_1_var,0.002436500810219502
ent_q_diff_diffs_2_var,0.0027138007730556062
ent_q_diff_diffs_2_max-min,0.004017473070945784
ent_q_diff_block_3_3,0.0029575045526316736
ent_q_diff_diffs_3_max,0.003160028892742368
ent_q_diff_diffs_3_min,0.0068206157592933525
ent_q_diff_diffs_3_max-min,0.0024221125438238416
ent_p_14,0.005160220722395562
ent_p_diffs_2,0.004788019587173714
ent_p_diffs_3,0.004510854310427958
ent_p_diffs_4,0.004969660433734402
ent_p_diffs_6,0.006538127039008865
ent_p_diffs_7,0.005603704196375216
ent_p_diffs_8,0.006674679423236521
ent_p_diffs_9,0.005552585762054374
ent_p_diffs_10,0.005993373037115834
ent_p_diffs_11,0.0030972767470239886
ent_p_diffs_16,0.0024359450242405992
ent_p_diffs_17,0.004900313936650033
ent_p_diffs_18,0.003787579729171443
ent_p_diffs_19,0.006320939390697178
byte_Img1_3,0.0018786699576603194
byte_Img1_6,0.0037534411405843204
byte_Img1_12,0.006823738002885851
byte_Img1_37,0.0059151363025445
string_len_counts_1,0.004206118170892102
string_len_counts_2,0.009627306718493196
string_len_counts_4,0.0026285852377489444
string_len_counts_5,0.0030768984112013163
string_len_counts_7,0.001996954602173555
string_len_counts_12,0.003984552406503584
string_len_counts_16,0.004496578750504009
string_len_counts_98,0.02170279503144695
string_len_counts_150_250,0.0073325063261128025
string_ratio,0.005787383155616302
asm_md_filesize,0.0076609138597088546
asm_symb_Plus,0.0037063295232171002
asm_symb_Bracket_Open,0.003708080081977769
asm_symb_Bracket_Close,0.0056364586148066245
asm_opcodes_add,0.004822996506516807
asm_opcodes_al,0.0021405114864192663
asm_opcodes_call,0.007128216131049057
asm_opcodes_const,0.003697223708864127
asm_opcodes_dec,0.0033311884794745557
asm_opcodes_fword,0.0030393224557727274
asm_opcodes_imul,0.002765259308759016
asm_opcodes_inc,0.004842411523133302
asm_opcodes_int,0.0036848274324793335
asm_opcodes_jg,0.0019287751029444054
asm_opcodes_jge,0.003413119018431191
asm_opcodes_jnb,0.009448915011764059
asm_opcodes_movzx,0.005791631008888286
asm_opcodes_neg,0.004339209345669956
asm_opcodes_not,0.007708496415854567
asm_opcodes_or,0.002411924936997172
asm_opcodes_popf,0.002058943507251759
asm_opcodes_rep,0.0037532672884272337
asm_opcodes_ror,0.0025995550962154817
asm_opcodes_sbb,0.0024109779112215426
asm_opcodes_xchg,0.0040921794502805225
asm_opcodes_xor,0.0022852353531421085
asm_regs_ax,0.005426999284038311
